"Address","Occurrences","Title 1","Title 1 Length","Title 1 Pixel Width","Indexability","Indexability Status"
"https://veteranstransitionsupport.org/event/pre-discharge-va-disability-claim-prep-active-duty-zoom-may-19/","1","Pre-Discharge VA Disability Claim Prep (Active Duty Zoom) – May 19 - Veterans Transition Support (VTS)","102","934","Indexable",""
"https://veteranstransitionsupport.org/volunteer-team/","1","Military Transition Programs For Veterans | VTS Nonprofit","57","515","Indexable",""
"https://veteranstransitionsupport.org/event/zoom-osha-30-hour-construction-safety-course-may-18-21-2026-250/","1","ZOOM OSHA 30-Hour Construction Safety Course MAY 18-21 2026 $250 - Veterans Transition Support (VTS)","100","963","Indexable",""
"https://veteranstransitionsupport.org/va-home-loans/","1","Military Transition Programs For Veterans | VTS Nonprofit","57","515","Indexable",""
"https://veteranstransitionsupport.org/testimonies/","1","Military Transition Programs For Veterans | VTS Nonprofit","57","515","Indexable",""
"https://veteranstransitionsupport.org/vts-programs/","1","Military Transition Programs For Veterans | VTS Nonprofit","57","515","Indexable",""
"https://veteranstransitionsupport.org/no-cost-osha-10-safety-training/","1","Military Transition Programs For Veterans | VTS Nonprofit","57","515","Indexable",""
"https://veteranstransitionsupport.org/our-instructors/","1","Military Transition Programs For Veterans | VTS Nonprofit","57","515","Indexable",""
"https://veteranstransitionsupport.org/contact-us/","1","Contact Us For Veteran Transition Training & Vital Resources","60","542","Indexable",""
"https://veteranstransitionsupport.org/event/free-on-line-coursera-certification-courses-for-military-and-spouse/","1","Free On-Line Coursera Certification Courses For Military And Spouse - Veterans Transition Support (VTS)","103","932","Indexable",""
"https://veteranstransitionsupport.org/gallery/","1","Military Transition Programs For Veterans | VTS Nonprofit","57","515","Indexable",""
"https://veteranstransitionsupport.org/volunteer/","1","Military Transition Programs For Veterans | VTS Nonprofit","57","515","Indexable",""
"https://veteranstransitionsupport.org/leansixsigmagreenbelt-for-veterans/","1","Lean Six Sigma Green Belt For Veterans In Transition","52","473","Indexable",""
"https://veteranstransitionsupport.org/privacy-policy/","1","Military Transition Programs For Veterans | VTS Nonprofit","57","515","Indexable",""
"https://veteranstransitionsupport.org/events-calendar/","1","Military Transition Programs For Veterans | VTS Nonprofit","57","515","Indexable",""
"https://veteranstransitionsupport.org/osha-30-safety-training/","1","Military Transition Programs For Veterans | VTS Nonprofit","57","515","Indexable",""
"https://veteranstransitionsupport.org/events/2026-05-08/","1","Events for May 8, 2026 – Veterans Transition Support (VTS)","58","531","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/events/2026-05-28/","1","Events for May 28, 2026 – Veterans Transition Support (VTS)","59","542","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/events/2026-05-16/","1","Events for May 16, 2026 – Veterans Transition Support (VTS)","59","542","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/events/2026-05-04/","1","Events for May 4, 2026 – Veterans Transition Support (VTS)","58","531","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/event/may-4-veteran-career-transition-brief-jobs-resources/","1","Veteran Career Transition Brief Insider Tips Jobs Resources May 4 5-7pm - Veterans Transition Support (VTS)","107","975","Indexable",""
"https://veteranstransitionsupport.org/events/2026-05-24/","1","Events for May 24, 2026 – Veterans Transition Support (VTS)","59","542","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/events/2026-05-12/","1","Events for May 12, 2026 – Veterans Transition Support (VTS)","59","542","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/event/250-osha-30-hr-construction-safety-in-person-only-may-2-3-9-10-2026/","1","$250 OSHA 30 Hr Construction Safety | In Person ONLY May 2-3 & 9-10 2026 - Veterans Transition Support (VTS)","108","999","Indexable",""
"https://veteranstransitionsupport.org/events/2026-05-31/","1","Events for May 31, 2026 – Veterans Transition Support (VTS)","59","542","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/event/may-4-veteran-career-transition-brief-jobs-resources-on-zoom/","1","May 4: Veteran Career Transition Brief – Jobs & Resources On Zoom - Veterans Transition Support (VTS)","101","932","Indexable",""
"https://veteranstransitionsupport.org/event/free-lean-six-sigma-yellow-belt-live-instructor-led-zoom-may-30-2026/","1","FREE Lean Six Sigma Yellow Belt | Live Instructor-Led Zoom | May 30 2026 - Veterans Transition Support (VTS)","108","982","Indexable",""
"https://veteranstransitionsupport.org/events/month/2026-04/","1","Events for April 2026 – Veterans Transition Support (VTS)","57","515","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/event/250-zoom-online-5-day-lean-six-sigma-green-belt-may-4-8-8-5pm-pst/","1","$250 ZOOM ONLINE 5 Day LEAN Six Sigma Green Belt MAY 4-8 8-5pm PST - Veterans Transition Support (VTS)","102","988","Indexable",""
"https://veteranstransitionsupport.org/events/2026-05-09/","1","Events for May 9, 2026 – Veterans Transition Support (VTS)","58","531","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/events/2026-05-29/","1","Events for May 29, 2026 – Veterans Transition Support (VTS)","59","542","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/events/2026-05-05/","1","Events for May 5, 2026 – Veterans Transition Support (VTS)","58","531","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/events/2026-05-17/","1","Events for May 17, 2026 – Veterans Transition Support (VTS)","59","542","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/events/2026-05-25/","1","Events for May 25, 2026 – Veterans Transition Support (VTS)","59","542","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/events/2026-05-13/","1","Events for May 13, 2026 – Veterans Transition Support (VTS)","59","542","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/events/2026-05-01/","1","Events for May 1, 2026 – Veterans Transition Support (VTS)","58","531","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/event/free-osha-10-hour-safety-training-may-02-03-san-marcos-ca/","1","FREE OSHA 10-Hour Safety Training |May 02-03 | San Marcos CA - Veterans Transition Support (VTS)","96","895","Indexable",""
"https://veteranstransitionsupport.org/events/2026-05-21/","1","Events for May 21, 2026 – Veterans Transition Support (VTS)","59","542","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/event/250-zoom-online-5-day-lean-six-sigma-green-belt-05-30-31-06-6-7-8-5pm-pst/","1","$250 ZOOM ONLINE 5 Day LEAN Six Sigma Green Belt 05/30-31, 06/6-7 8-5pm PST - Veterans Transition Support (VTS)","111","1060","Indexable",""
"https://veteranstransitionsupport.org/events/2026-05-20/","1","Events for May 20, 2026 – Veterans Transition Support (VTS)","59","542","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/event/free-osha-accident-investigation-recordkeeping-course-live-zoom-may-1/","1","FREE OSHA Accident Investigation & Recordkeeping Course Live Zoom | May 1 - Veterans Transition Support (VTS)","109","1018","Indexable",""
"https://veteranstransitionsupport.org/event/250-osha-30-hr-general-safety-live-instruction-04-11-12-18-19-2026/","1","$250 OSHA 30 Hr. General Safety Live Instruction 04/11-12 & 18-19 2026 - Veterans Transition Support (VTS)","106","968","Indexable",""
"https://veteranstransitionsupport.org/events/2026-05-06/","1","Events for May 6, 2026 – Veterans Transition Support (VTS)","58","531","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/events/2026-05-18/","1","Events for May 18, 2026 – Veterans Transition Support (VTS)","59","542","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/events/today/","1","Events for May 14, 2026 – Veterans Transition Support (VTS)","59","542","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/events/2026-05-26/","1","Events for May 26, 2026 – Veterans Transition Support (VTS)","59","542","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/events/2026-05-10/","1","Events for May 10, 2026 – Veterans Transition Support (VTS)","59","542","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/events/2026-05-14/","1","Events for May 14, 2026 – Veterans Transition Support (VTS)","59","542","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/events/month/2026-06/","1","Events for June 2026 – Veterans Transition Support (VTS)","56","518","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/events/2026-05-02/","1","Events for May 2, 2026 – Veterans Transition Support (VTS)","58","531","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/events/2026-05-22/","1","Events for May 22, 2026 – Veterans Transition Support (VTS)","59","542","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/event/250-zoom-online-5-day-lean-six-sigma-green-belt-may-30-31-jun-6-7-8-5pmpst/","1","$250 ZOOM ONLINE 5 Day LEAN Six Sigma Green Belt MAY 30-31-JUN 6-7 8-5pmPST - Veterans Transition Support (VTS)","111","1082","Indexable",""
"https://veteranstransitionsupport.org/events/2026-04-30/","1","Events for April 30, 2026 – Veterans Transition Support (VTS)","61","546","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/events/2026-05-19/","1","Events for May 19, 2026 – Veterans Transition Support (VTS)","59","542","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/events/2026-05-27/","1","Events for May 27, 2026 – Veterans Transition Support (VTS)","59","542","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/events/2026-05-07/","1","Events for May 7, 2026 – Veterans Transition Support (VTS)","58","531","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/events/list/","1","Events from April 14, 2025 – May 20, 2025 – Veterans Transition Support (VTS)","77","704","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/events/2026-05-15/","1","Events for May 15, 2026 – Veterans Transition Support (VTS)","59","542","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/event/free-lean-six-sigma-yellow-belt-live-instructor-led-zoom-may-4-2026/","1","FREE Lean Six Sigma Yellow Belt | Live Instructor-Led Zoom | May 4 2026 - Veterans Transition Support (VTS)","107","971","Indexable",""
"https://veteranstransitionsupport.org/events/month/","1","Events for May 2026 – Veterans Transition Support (VTS)","55","511","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/events/2026-05-03/","1","Events for May 3, 2026 – Veterans Transition Support (VTS)","58","531","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/events/2026-05-23/","1","Events for May 23, 2026 – Veterans Transition Support (VTS)","59","542","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/events/2026-05-11/","1","Events for May 11, 2026 – Veterans Transition Support (VTS)","59","542","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/events/2026-05-30/","1","Events for May 30, 2026 – Veterans Transition Support (VTS)","59","542","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/event/may-30-veteran-career-transition-brief-jobs-resources/","1","May 30: Veteran Career Transition Brief – Jobs & Resources - Veterans Transition Support (VTS)","94","856","Indexable",""
"https://veteranstransitionsupport.org/organizer/veterans-transition-support-vts/","1","Veterans Transition Support - Veterans Transition Support (VTS)","63","574","Indexable",""
"https://veteranstransitionsupport.org/venue/vts/","1","Veterans Transition Support - Veterans Transition Support (VTS)","63","574","Indexable",""
"https://veteranstransitionsupport.org/events/list/?tribe-bar-date=2026-05-12","1","Events from April 14, 2025 – May 20, 2025 – Veterans Transition Support (VTS)","77","704","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/events/list/?tribe-bar-date=2026-05-24","1","Events from April 14, 2025 – May 20, 2025 – Veterans Transition Support (VTS)","77","704","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/events/list/?tribe-bar-date=2026-05-04","1","Events from April 14, 2025 – May 20, 2025 – Veterans Transition Support (VTS)","77","704","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/events/list/?tribe-bar-date=2026-05-16","1","Events from April 14, 2025 – May 20, 2025 – Veterans Transition Support (VTS)","77","704","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/events/list/?tribe-bar-date=2026-05-28","1","Events from April 14, 2025 – May 20, 2025 – Veterans Transition Support (VTS)","77","704","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/events/list/?tribe-bar-date=2026-05-08","1","Events from April 14, 2025 – May 20, 2025 – Veterans Transition Support (VTS)","77","704","Non-Indexable","Canonicalised"
"https://veteranstransitionsupport.org/events/month/2026-05/","1","Events for May 2026 – Veterans Transition Support (VTS)","55","511","Non-Indexable","Canonicalised"
