"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Inlinks","Response Time","Redirect URL","Redirect Type"
"https://gs.columbia.edu/veterans","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","1","0.388","",""
"https://www.eventbrite.com/e/165655358637","application/json","301","Moved Permanently","Non-Indexable","Redirected","1","0.992","https://www.eventbrite.com/e/no-cost-on-line-coursera-certification-courses-for-military-and-spouse-tickets-165655358637","HTTP Redirect"
"https://www.cool.osd.mil/usmc/index.html","","0","DNS lookup failed","Non-Indexable","No Response","1","","",""
"https://www.veteranscrisisline.net/?gad_source=1&gclid=Cj0KCQiAqL28BhCrARIsACYJvkcEVLg3-sgKPqacs_FMIZ1hBZOtlzmazEyH437hostwOrB8umOz-C8aAtSZEALw_wcB","text/html; charset=utf-8","200","OK","Indexable","","1","0.765","",""
"http://vets.syr.edu/employment/vctp-certification-paths/","text/html","301","Moved Permanently","Non-Indexable","Redirected","1","0.038","https://vets.syr.edu/employment/vctp-certification-paths/","HTTP Redirect"
"http://www.va.gov/health/","text/html","301","Moved Permanently","Non-Indexable","Redirected","1","0.550","https://www.va.gov/health/","HTTP Redirect"
"http://www.benefits.va.gov/gibill/","text/html","302","Object Moved","Non-Indexable","Redirected","1","0.582","https://benefits.va.gov/gibill/","HTTP Redirect"
"https://www.csudh.edu/osha/","text/html;charset=UTF-8","200","OK","Indexable","","1","1.188","",""
"https://www.vanc.me/","text/html; charset=utf-8","200","OK","Indexable","","1","0.994","",""
"https://www.va.gov/homeless/nationalcallcenter.asp","text/html","200","OK","Indexable","","1","0.803","",""
"https://www.va.gov/careers-employment/","text/html","200","OK","Indexable","","1","1.136","",""
"https://www.vets.gov/education/","text/html","302","Moved Temporarily","Non-Indexable","Redirected","1","0.887","https://www.va.gov/education/","HTTP Redirect"
"https://www.caregiver.va.gov/help_landing.asp","text/html","200","OK","Indexable","","1","0.232","",""
"https://docs.google.com/document/d/0B40m1ltn60mBSjhMNXJuTHRYNl9HVHdxRnc0aV9xNnJ4MHRr/edit?usp=sharing&ouid=108829696945427369909&resourcekey=0-Ei7Ob8k_uGWlD9WtggwiHg&rtpof=true&sd=true","text/html; charset=utf-8","200","OK","Indexable","","1","0.665","",""
"https://www.eventbrite.com/e/pre-discharge-va-disability-claim-prep-active-duty-zoom-may-19-registration-1988136771603","text/html; charset=utf-8","200","OK","Indexable","","1","0.948","",""
"https://www.eventbrite.com/e/zoom-osha-30-hour-construction-safety-course-may-18-21-2026-250-registration-1988427327664","text/html; charset=utf-8","200","OK","Indexable","","1","0.415","",""
"https://www.eventbrite.com/e/free-on-line-coursera-certification-courses-for-military-and-spouse-tickets-1988688208967","text/html; charset=utf-8","200","OK","Indexable","","1","0.827","",""
"https://form.jotform.com/VTSvolunteers/vts-volunteer-application-","text/html; charset=utf-8","200","OK","Indexable","","1","2.118","",""
"https://www.eventbrite.com/e/250-osha-30-hr-construction-safety-in-person-only-may-2-3-9-10-2026-registration-1987252547866","text/html; charset=utf-8","200","OK","Indexable","","1","1.161","",""
"https://www.eventbrite.com/e/veteran-career-transition-brief-insider-tips-jobs-resources-may-4-5-7pm-tickets-1988181967786","text/html; charset=utf-8","200","OK","Indexable","","1","1.412","",""
