"Address","Indexability","Indexability Status","Crawl Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks"
"https://veteranstransitionsupport.org/events/2026-05-22/","Non-Indexable","Canonicalised","2","","20","6","0","6.740","88","36","0","25","13","0"
"https://veteranstransitionsupport.org/event/250-zoom-online-5-day-lean-six-sigma-green-belt-may-30-31-jun-6-7-8-5pmpst/","Indexable","","2","","53","15","0","16.850","85","32","0","26","14","0"
"https://veteranstransitionsupport.org/events/2026-04-30/","Non-Indexable","Canonicalised","2","","19","6","0","6.740","88","36","0","25","13","0"
"https://veteranstransitionsupport.org/events/2026-05-19/","Non-Indexable","Canonicalised","2","","20","6","0","6.740","90","38","0","25","13","0"
"https://veteranstransitionsupport.org/events/2026-05-27/","Non-Indexable","Canonicalised","2","","20","6","0","6.740","88","36","0","25","13","0"
"https://veteranstransitionsupport.org/events/2026-05-07/","Non-Indexable","Canonicalised","2","","20","6","0","6.740","91","39","0","25","13","0"
"https://veteranstransitionsupport.org/events/list/","Non-Indexable","Canonicalised","2","","30","10","0","11.240","100","46","0","25","13","0"
"https://veteranstransitionsupport.org/events/2026-05-15/","Non-Indexable","Canonicalised","2","","22","7","0","7.870","88","36","0","25","13","0"
"https://veteranstransitionsupport.org/event/free-lean-six-sigma-yellow-belt-live-instructor-led-zoom-may-4-2026/","Indexable","","2","","26","7","0","7.870","85","32","0","26","14","0"
"https://veteranstransitionsupport.org/events/month/","Non-Indexable","Canonicalised","2","","26","7","0","7.870","275","81","0","25","13","0"
"https://veteranstransitionsupport.org/events/2026-05-03/","Non-Indexable","Canonicalised","2","","21","7","0","7.870","91","39","0","25","13","0"
"https://veteranstransitionsupport.org/events/2026-05-23/","Non-Indexable","Canonicalised","2","","20","6","0","6.740","88","36","0","25","13","0"
"https://veteranstransitionsupport.org/events/2026-05-11/","Non-Indexable","Canonicalised","2","","20","6","0","6.740","88","36","0","25","13","0"
"https://veteranstransitionsupport.org/events/2026-05-30/","Non-Indexable","Canonicalised","2","","20","6","0","6.740","92","40","0","25","13","0"
"https://veteranstransitionsupport.org/event/may-30-veteran-career-transition-brief-jobs-resources/","Indexable","","2","","35","15","0","16.850","84","32","0","26","14","0"
"https://veteranstransitionsupport.org/organizer/veterans-transition-support-vts/","Indexable","","2","","29","16","0","17.980","99","45","0","25","13","0"
"https://veteranstransitionsupport.org/venue/vts/","Indexable","","3","","17","4","0","4.490","90","36","0","26","14","0"
"https://veteranstransitionsupport.org/events/list/?tribe-bar-date=2026-05-12","Non-Indexable","Canonicalised","3","","14","2","0","2.250","100","47","0","25","13","0"
"https://veteranstransitionsupport.org/events/list/?tribe-bar-date=2026-05-24","Non-Indexable","Canonicalised","3","","14","2","0","2.250","100","47","0","25","13","0"
"https://veteranstransitionsupport.org/events/list/?tribe-bar-date=2026-05-04","Non-Indexable","Canonicalised","3","","14","2","0","2.250","100","47","0","25","13","0"
"https://veteranstransitionsupport.org/events/list/?tribe-bar-date=2026-05-16","Non-Indexable","Canonicalised","3","","14","2","0","2.250","100","47","0","25","13","0"
"https://veteranstransitionsupport.org/events/list/?tribe-bar-date=2026-05-28","Non-Indexable","Canonicalised","3","","14","2","0","2.250","100","47","0","25","13","0"
"https://veteranstransitionsupport.org/events/list/?tribe-bar-date=2026-05-08","Non-Indexable","Canonicalised","3","","14","2","0","2.250","100","47","0","25","13","0"
"https://veteranstransitionsupport.org/events/month/2026-05/","Non-Indexable","Canonicalised","3","","54","40","0","44.940","275","81","0","25","13","0"
