"Address","Status Code","Status"
"https://veteranstransitionsupport.org/events/2026-05-22/","200","OK"
"https://veteranstransitionsupport.org/event/250-zoom-online-5-day-lean-six-sigma-green-belt-may-30-31-jun-6-7-8-5pmpst/","200","OK"
"https://veteranstransitionsupport.org/events/2026-04-30/","200","OK"
"https://veteranstransitionsupport.org/events/2026-05-19/","200","OK"
"https://veteranstransitionsupport.org/events/2026-05-27/","200","OK"
"https://veteranstransitionsupport.org/events/2026-05-07/","200","OK"
"https://veteranstransitionsupport.org/events/list/","200","OK"
"https://veteranstransitionsupport.org/events/2026-05-15/","200","OK"
"https://veteranstransitionsupport.org/event/free-lean-six-sigma-yellow-belt-live-instructor-led-zoom-may-4-2026/","200","OK"
"https://veteranstransitionsupport.org/events/month/","200","OK"
"https://veteranstransitionsupport.org/events/2026-05-03/","200","OK"
"https://veteranstransitionsupport.org/events/2026-05-23/","200","OK"
"https://veteranstransitionsupport.org/events/2026-05-11/","200","OK"
"https://veteranstransitionsupport.org/events/2026-05-30/","200","OK"
"https://veteranstransitionsupport.org/event/may-30-veteran-career-transition-brief-jobs-resources/","200","OK"
"https://veteranstransitionsupport.org/organizer/veterans-transition-support-vts/","200","OK"
"https://veteranstransitionsupport.org/venue/vts/","200","OK"
"https://veteranstransitionsupport.org/events/list/?tribe-bar-date=2026-05-12","200","OK"
"https://veteranstransitionsupport.org/events/list/?tribe-bar-date=2026-05-24","200","OK"
"https://veteranstransitionsupport.org/events/list/?tribe-bar-date=2026-05-04","200","OK"
"https://veteranstransitionsupport.org/events/list/?tribe-bar-date=2026-05-16","200","OK"
"https://veteranstransitionsupport.org/events/list/?tribe-bar-date=2026-05-28","200","OK"
"https://veteranstransitionsupport.org/events/list/?tribe-bar-date=2026-05-08","200","OK"
"https://veteranstransitionsupport.org/events/month/2026-05/","200","OK"
