"Address","Occurrences","Indexability","Indexability Status","Canonical Link Element 1","HTTP Canonical","Meta Robots 1","X-Robots-Tag 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1"
"https://veteranstransitionsupport.org/events/today/","1","Non-Indexable","Canonicalised","https://veteranstransitionsupport.org/events/","","follow, index","","https://veteranstransitionsupport.org/events/page/2/","","",""
"https://veteranstransitionsupport.org/events/2026-05-26/","1","Non-Indexable","Canonicalised","https://veteranstransitionsupport.org/events/","","follow, index","","https://veteranstransitionsupport.org/events/page/2/","","",""
"https://veteranstransitionsupport.org/events/2026-05-10/","1","Non-Indexable","Canonicalised","https://veteranstransitionsupport.org/events/","","follow, index","","https://veteranstransitionsupport.org/events/page/2/","","",""
"https://veteranstransitionsupport.org/events/2026-05-14/","1","Non-Indexable","Canonicalised","https://veteranstransitionsupport.org/events/","","follow, index","","https://veteranstransitionsupport.org/events/page/2/","","",""
"https://veteranstransitionsupport.org/events/month/2026-06/","1","Non-Indexable","Canonicalised","https://veteranstransitionsupport.org/events/","","follow, index","","https://veteranstransitionsupport.org/events/page/2/","","",""
"https://veteranstransitionsupport.org/events/2026-05-02/","1","Non-Indexable","Canonicalised","https://veteranstransitionsupport.org/events/","","follow, index","","https://veteranstransitionsupport.org/events/page/2/","","",""
"https://veteranstransitionsupport.org/events/2026-05-22/","1","Non-Indexable","Canonicalised","https://veteranstransitionsupport.org/events/","","follow, index","","https://veteranstransitionsupport.org/events/page/2/","","",""
"https://veteranstransitionsupport.org/events/2026-04-30/","1","Non-Indexable","Canonicalised","https://veteranstransitionsupport.org/events/","","follow, index","","https://veteranstransitionsupport.org/events/page/2/","","",""
"https://veteranstransitionsupport.org/events/2026-05-19/","1","Non-Indexable","Canonicalised","https://veteranstransitionsupport.org/events/","","follow, index","","https://veteranstransitionsupport.org/events/page/2/","","",""
"https://veteranstransitionsupport.org/events/2026-05-27/","1","Non-Indexable","Canonicalised","https://veteranstransitionsupport.org/events/","","follow, index","","https://veteranstransitionsupport.org/events/page/2/","","",""
"https://veteranstransitionsupport.org/events/2026-05-07/","1","Non-Indexable","Canonicalised","https://veteranstransitionsupport.org/events/","","follow, index","","https://veteranstransitionsupport.org/events/page/2/","","",""
"https://veteranstransitionsupport.org/events/list/","1","Non-Indexable","Canonicalised","https://veteranstransitionsupport.org/events/","","follow, index","","https://veteranstransitionsupport.org/events/page/2/","","",""
"https://veteranstransitionsupport.org/events/2026-05-15/","1","Non-Indexable","Canonicalised","https://veteranstransitionsupport.org/events/","","follow, index","","https://veteranstransitionsupport.org/events/page/2/","","",""
"https://veteranstransitionsupport.org/events/month/","1","Non-Indexable","Canonicalised","https://veteranstransitionsupport.org/events/","","follow, index","","https://veteranstransitionsupport.org/events/page/2/","","",""
"https://veteranstransitionsupport.org/events/2026-05-03/","1","Non-Indexable","Canonicalised","https://veteranstransitionsupport.org/events/","","follow, index","","https://veteranstransitionsupport.org/events/page/2/","","",""
"https://veteranstransitionsupport.org/events/2026-05-23/","1","Non-Indexable","Canonicalised","https://veteranstransitionsupport.org/events/","","follow, index","","https://veteranstransitionsupport.org/events/page/2/","","",""
"https://veteranstransitionsupport.org/events/2026-05-11/","1","Non-Indexable","Canonicalised","https://veteranstransitionsupport.org/events/","","follow, index","","https://veteranstransitionsupport.org/events/page/2/","","",""
"https://veteranstransitionsupport.org/events/2026-05-30/","1","Non-Indexable","Canonicalised","https://veteranstransitionsupport.org/events/","","follow, index","","https://veteranstransitionsupport.org/events/page/2/","","",""
"https://veteranstransitionsupport.org/events/list/?tribe-bar-date=2026-05-12","1","Non-Indexable","Canonicalised","https://veteranstransitionsupport.org/events/","","follow, index","","https://veteranstransitionsupport.org/events/page/2/","","",""
"https://veteranstransitionsupport.org/events/list/?tribe-bar-date=2026-05-24","1","Non-Indexable","Canonicalised","https://veteranstransitionsupport.org/events/","","follow, index","","https://veteranstransitionsupport.org/events/page/2/","","",""
"https://veteranstransitionsupport.org/events/list/?tribe-bar-date=2026-05-04","1","Non-Indexable","Canonicalised","https://veteranstransitionsupport.org/events/","","follow, index","","https://veteranstransitionsupport.org/events/page/2/","","",""
"https://veteranstransitionsupport.org/events/list/?tribe-bar-date=2026-05-16","1","Non-Indexable","Canonicalised","https://veteranstransitionsupport.org/events/","","follow, index","","https://veteranstransitionsupport.org/events/page/2/","","",""
"https://veteranstransitionsupport.org/events/list/?tribe-bar-date=2026-05-28","1","Non-Indexable","Canonicalised","https://veteranstransitionsupport.org/events/","","follow, index","","https://veteranstransitionsupport.org/events/page/2/","","",""
"https://veteranstransitionsupport.org/events/list/?tribe-bar-date=2026-05-08","1","Non-Indexable","Canonicalised","https://veteranstransitionsupport.org/events/","","follow, index","","https://veteranstransitionsupport.org/events/page/2/","","",""
"https://veteranstransitionsupport.org/events/month/2026-05/","1","Non-Indexable","Canonicalised","https://veteranstransitionsupport.org/events/","","follow, index","","https://veteranstransitionsupport.org/events/page/2/","","",""
